"setting","estimate","std_error","conf_low","conf_high"
"Ideal: parallel trends",0.00918118390273737,0.0234245307464778,-0.0367300527151103,0.0550924205205851
"Failure: different untreated trends",0.069181183902737,0.0234245307464775,0.0232699472848899,0.115092420520584
